date,kpi_value,promo_index,baseline_trend,seasonality,is_anomaly
2016-02-21,57.983691027643374,17.375487768868307,51.53051017005669,-9.381977789616359,0
2016-02-22,48.8528321721673,0.0,51.56052017339113,0.0,0
2016-02-23,63.419213121705404,0.0,51.59053017672557,9.381977789616357,0
2016-02-24,67.4436732162257,0.0,51.62054018006002,11.699134946181884,0
2016-02-25,60.58227552926996,0.0,51.650550183394465,5.2066048694106986,0
2016-02-26,43.11708522442766,0.0,51.68056018672891,-5.206604869410696,0
2016-02-27,38.774585740476624,0.0,51.71057019006336,-11.699134946181882,0
2016-02-28,43.68365612939569,0.0,51.7405801933978,-9.381977789616359,0
2016-02-29,55.67277070522168,0.0,51.77059019673224,0.0,0
2016-03-01,59.265881038301885,0.0,51.80060020006669,9.381977789616357,0
2016-03-02,62.787109242927755,0.0,51.830610203401136,11.699134946181884,0
2016-03-03,52.64188518012216,0.0,51.860620206735575,5.2066048694106986,0
2016-03-04,41.89919884433664,0.0,51.89063021007002,-5.206604869410696,0
2016-03-05,43.471608556799374,0.0,51.92064021340447,-11.699134946181882,0
2016-03-06,47.99363254140585,0.0,51.950650216738914,-9.381977789616359,0
2016-03-07,51.692619733752025,0.0,51.98066022007336,0.0,0
2016-03-08,65.40677960459226,0.0,52.0106702234078,9.381977789616357,0
2016-03-09,65.18635927311468,0.0,52.040680226742246,11.699134946181884,0
2016-03-10,54.69681608106689,0.0,52.07069023007669,5.2066048694106986,0
2016-03-11,48.339677786034095,0.0,52.10070023341114,-5.206604869410696,0
2016-03-12,46.58372155642758,0.0,52.130710236745585,-11.699134946181882,0
2016-03-13,42.635438294023864,0.0,52.160720240080025,-9.381977789616359,0
2016-03-14,58.449304866670495,0.0,52.19073024341447,0.0,0
2016-03-15,51.123737620006295,0.0,52.22074024674892,9.381977789616357,0
2016-03-16,67.23749521376614,0.0,52.250750250083364,11.699134946181884,0
2016-03-17,57.83555339578118,0.0,52.2807602534178,5.2066048694106986,0
2016-03-18,45.90813598547808,0.0,52.31077025675225,-5.206604869410696,0
2016-03-19,41.00868842004682,0.0,52.340780260086696,-11.699134946181882,0
2016-03-20,35.038536815401216,0.0,52.37079026342114,-9.381977789616359,0
2016-03-21,63.38234913982125,11.860236424415714,52.40080026675559,0.0,0
2016-03-22,63.24123834575337,0.0,52.43081027009003,9.381977789616357,0
2016-03-23,70.07153139857242,0.0,52.460820273424474,11.699134946181884,0
2016-03-24,74.80513137012093,19.180777097045898,52.49083027675892,5.2066048694106986,0
2016-03-25,54.56272350417737,10.482462505067453,52.52084028009337,-5.206604869410696,0
2016-03-26,38.844687162907775,0.0,52.550850283427806,-11.699134946181882,0
2016-03-27,46.86049096795419,0.0,52.58086028676225,-9.381977789616359,0
2016-03-28,53.92587472873544,0.0,52.6108702900967,0.0,0
2016-03-29,59.90381726797935,0.0,52.640880293431145,9.381977789616357,0
2016-03-30,66.4230949754009,0.0,52.67089029676559,11.699134946181884,0
2016-03-31,58.295815366902886,0.0,52.70090030010003,5.2066048694106986,0
2016-04-01,51.398885396155336,0.0,52.73091030343448,-5.206604869410696,0
2016-04-02,38.253572985077625,0.0,52.760920306768924,-11.699134946181882,0
2016-04-03,42.09830393409594,0.0,52.79093031010337,-9.381977789616359,0
2016-04-04,51.252507700909185,0.0,52.820940313437816,0.0,0
2016-04-05,56.37886831386014,0.0,52.850950316772256,9.381977789616357,0
2016-04-06,65.76457637454689,0.0,52.8809603201067,11.699134946181884,0
2016-04-07,59.161796281571405,0.0,52.91097032344115,5.2066048694106986,0
2016-04-08,47.75482928393474,0.0,52.940980326775595,-5.206604869410696,0
2016-04-09,40.33350685042757,0.0,52.970990330110034,-11.699134946181882,0
2016-04-10,46.41095365477463,8.453414079148157,53.00100033344448,-9.381977789616359,0
2016-04-11,51.34842904571749,0.0,53.03101033677893,0.0,0
2016-04-12,61.072140063622655,0.0,53.06102034011337,9.381977789616357,0
2016-04-13,61.58105621274322,0.0,53.09103034344781,11.699134946181884,0
2016-04-14,57.68250236952892,0.0,53.12104034678226,5.2066048694106986,0
2016-04-15,49.560648907964165,0.0,53.151050350116705,-5.206604869410696,0
2016-04-16,49.02666901211139,0.0,53.18106035345115,-11.699134946181882,0
2016-04-17,44.527403818496595,0.0,53.2110703567856,-9.381977789616359,0
2016-04-18,54.271281923011095,0.0,53.24108036012004,0.0,0
2016-04-19,62.35528449000617,0.0,53.27109036345448,9.381977789616357,0
2016-04-20,57.32515045177465,0.0,53.30110036678893,11.699134946181884,0
2016-04-21,69.0159711319925,10.584311394255302,53.331110370123376,5.2066048694106986,0
2016-04-22,59.89784246824803,11.502406124436797,53.36112037345782,-5.206604869410696,0
2016-04-23,51.54496388055152,0.0,53.39113037679226,-11.699134946181882,0
2016-04-24,73.26971873138586,0.0,53.42114038012671,-9.381977789616359,1
2016-04-25,54.65733975279561,0.0,53.451150383461155,0.0,0
2016-04-26,62.724291097590985,0.0,53.4811603867956,9.381977789616357,0
2016-04-27,60.53559318583379,0.0,53.51117039013004,11.699134946181884,0
2016-04-28,52.53200605578985,19.212929534854577,53.54118039346449,5.2066048694106986,1
2016-04-29,51.37231765813533,0.0,53.57119039679893,-5.206604869410696,0
2016-04-30,45.06619324212368,0.0,53.60120040013338,-11.699134946181882,0
2016-05-01,40.61168279467251,0.0,53.631210403467826,-9.381977789616359,0
2016-05-02,74.65902912886482,15.38663147831815,53.661220406802265,0.0,0
2016-05-03,57.46580394858395,0.0,53.69123041013671,9.381977789616357,0
2016-05-04,67.76780373485411,0.0,53.72124041347116,11.699134946181884,0
2016-05-05,67.71967778945621,0.0,53.751250416805604,5.2066048694106986,0
2016-05-06,44.61251025020659,0.0,53.78126042014004,-5.206604869410696,0
2016-05-07,39.846944558881525,0.0,53.81127042347449,-11.699134946181882,0
2016-05-08,56.70466678987424,11.846758692331095,53.841280426808936,-9.381977789616359,0
2016-05-09,51.857387813678585,0.0,53.87129043014338,0.0,0
2016-05-10,57.08062449882966,0.0,53.90130043347783,9.381977789616357,0
2016-05-11,65.90469728221827,0.0,53.93131043681227,11.699134946181884,0
2016-05-12,54.918710454652995,0.0,53.961320440146714,5.2066048694106986,0
2016-05-13,50.67909529661119,0.0,53.99133044348116,-5.206604869410696,0
2016-05-14,38.644508563698516,0.0,54.02134044681561,-11.699134946181882,0
2016-05-15,50.869110280603856,0.0,54.05135045015005,-9.381977789616359,0
2016-05-16,50.948347284139544,0.0,54.08136045348449,0.0,0
2016-05-17,62.205102181612595,0.0,54.11137045681894,9.381977789616357,0
2016-05-18,69.09458427581394,0.0,54.141380460153385,11.699134946181884,0
2016-05-19,54.45453806716271,0.0,54.17139046348783,5.2066048694106986,0
2016-05-20,49.9046353358281,0.0,54.20140046682228,-5.206604869410696,0
2016-05-21,47.76084654110454,0.0,54.23141047015672,-11.699134946181882,0
2016-05-22,38.449509745629896,0.0,54.261420473491164,-9.381977789616359,0
2016-05-23,55.02996591095483,0.0,54.29143047682561,0.0,0
2016-05-24,64.74294944677011,0.0,54.32144048016006,9.381977789616357,0
2016-05-25,69.17787691678562,0.0,54.351450483494496,11.699134946181884,0
2016-05-26,54.64026251272731,0.0,54.38146048682894,5.2066048694106986,0
2016-05-27,43.923039168415585,0.0,54.41147049016339,-5.206604869410696,0
2016-05-28,44.83011180978354,0.0,54.441480493497835,-11.699134946181882,0
2016-05-29,46.277451400148664,0.0,54.471490496832274,-9.381977789616359,0
2016-05-30,68.8647378076255,13.361265906075282,54.50150050016672,0.0,0
2016-05-31,65.29928113110543,0.0,54.53151050350117,9.381977789616357,0
2016-06-01,63.54055656670353,0.0,54.56152050683561,11.699134946181884,0
2016-06-02,60.72715016822477,0.0,54.59153051017006,5.2066048694106986,0
2016-06-03,65.07641311289504,14.489187575606515,54.6215405135045,-5.206604869410696,0
2016-06-04,40.095009898551595,0.0,54.651550516838945,-11.699134946181882,0
2016-06-05,52.76268077513606,0.0,54.68156052017339,-9.381977789616359,0
2016-06-06,56.60690220715499,0.0,54.71157052350784,0.0,0
2016-06-07,59.35834432764805,0.0,54.741580526842284,9.381977789616357,0
2016-06-08,69.09693991089392,0.0,54.771590530176724,11.699134946181884,0
2016-06-09,56.10947872201258,0.0,54.80160053351117,5.2066048694106986,0
2016-06-10,52.773344082404726,0.0,54.831610536845616,-5.206604869410696,0
2016-06-11,47.7968679100278,0.0,54.86162054018006,-11.699134946181882,0
2016-06-12,72.22692348049131,0.0,54.8916305435145,-9.381977789616359,1
2016-06-13,58.77514506382624,0.0,54.92164054684895,0.0,0
2016-06-14,65.98475204754575,0.0,54.951650550183395,9.381977789616357,0
2016-06-15,69.96903613967768,0.0,54.98166055351784,11.699134946181884,0
2016-06-16,67.80544735687877,0.0,55.01167055685228,5.2066048694106986,0
2016-06-17,59.24068058430501,10.38715735754046,55.04168056018673,-5.206604869410696,0
2016-06-18,40.35761095990933,0.0,55.07169056352117,-11.699134946181882,0
2016-06-19,42.16166505873717,0.0,55.10170056685562,-9.381977789616359,0
2016-06-20,51.86846943032831,0.0,55.131710570190066,0.0,0
2016-06-21,64.23529152548444,0.0,55.161720573524505,9.381977789616357,0
2016-06-22,81.48803711173035,13.23256368942295,55.19173057685895,11.699134946181884,0
2016-06-23,61.53510864692417,0.0,55.2217405801934,5.2066048694106986,0
2016-06-24,53.35387871026124,0.0,55.251750583527844,-5.206604869410696,0
2016-06-25,43.634633208192035,0.0,55.28176058686229,-11.699134946181882,0
2016-06-26,51.74392910920964,0.0,55.31177059019673,-9.381977789616359,0
2016-06-27,54.283153260579354,0.0,55.341780593531176,0.0,0
2016-06-28,75.63444505284045,0.0,55.37179059686562,9.381977789616357,0
2016-06-29,69.60360493744197,0.0,55.40180060020007,11.699134946181884,0
2016-06-30,57.20978524728008,0.0,55.431810603534515,5.2066048694106986,0
2016-07-01,45.971645745213806,0.0,55.461820606868955,-5.206604869410696,0
2016-07-02,57.361083650110366,11.6384983251161,55.4918306102034,-11.699134946181882,0
2016-07-03,45.24601168261809,0.0,55.52184061353785,-9.381977789616359,0
2016-07-04,58.40785259324066,0.0,55.551850616872294,0.0,0
2016-07-05,66.85678890811728,0.0,55.58186062020673,9.381977789616357,0
2016-07-06,67.01968991909557,0.0,55.61187062354118,11.699134946181884,0
2016-07-07,57.461310624012704,0.0,55.641880626875626,5.2066048694106986,0
2016-07-08,44.40589686205592,0.0,55.67189063021007,-5.206604869410696,0
2016-07-09,42.21670587909454,0.0,55.70190063354451,-11.699134946181882,0
2016-07-10,49.77552802455649,0.0,55.73191063687896,-9.381977789616359,0
2016-07-11,56.61829561673422,0.0,55.761920640213404,0.0,0
2016-07-12,60.19095331831625,0.0,55.79193064354785,9.381977789616357,0
2016-07-13,68.2137992964689,0.0,55.8219406468823,11.699134946181884,0
2016-07-14,62.59982503854278,0.0,55.851950650216736,5.2066048694106986,0
2016-07-15,47.139926039335954,0.0,55.88196065355118,-5.206604869410696,0
2016-07-16,44.82773613448585,0.0,55.91197065688563,-11.699134946181882,0
2016-07-17,46.79283774438772,0.0,55.941980660220075,-9.381977789616359,0
2016-07-18,51.40010947223203,0.0,55.97199066355452,0.0,0
2016-07-19,66.81512789789845,0.0,56.00200066688896,9.381977789616357,0
2016-07-20,69.97428372187822,0.0,56.03201067022341,11.699134946181884,0
2016-07-21,65.60083051566966,0.0,56.06202067355785,5.2066048694106986,0
2016-07-22,55.10063401562122,0.0,56.0920306768923,-5.206604869410696,0
2016-07-23,38.912228262216495,0.0,56.122040680226746,-11.699134946181882,0
2016-07-24,43.01877273428434,0.0,56.152050683561185,-9.381977789616359,0
2016-07-25,58.24220175573027,0.0,56.18206068689563,0.0,0
2016-07-26,67.64919228349527,0.0,56.21207069023008,9.381977789616357,0
2016-07-27,70.0014063849706,0.0,56.242080693564525,11.699134946181884,0
2016-07-28,76.88962152892854,0.0,56.272090696898964,5.2066048694106986,0
2016-07-29,53.37905787359538,0.0,56.30210070023341,-5.206604869410696,0
2016-07-30,49.17523831810837,0.0,56.33211070356786,-11.699134946181882,0
2016-07-31,50.79614997125876,0.0,56.3621207069023,-9.381977789616359,0
2016-08-01,58.99769571545993,0.0,56.39213071023674,0.0,0
2016-08-02,64.54304152462616,0.0,56.42214071357119,9.381977789616357,0
2016-08-03,71.18716254506059,0.0,56.452150716905635,11.699134946181884,0
2016-08-04,58.597464731500494,0.0,56.48216072024008,5.2066048694106986,0
2016-08-05,50.358291427203795,0.0,56.51217072357453,-5.206604869410696,0
2016-08-06,42.901591589410664,0.0,56.54218072690897,-11.699134946181882,0
2016-08-07,47.517709498172344,0.0,56.57219073024341,-9.381977789616359,0
2016-08-08,65.86083500027189,0.0,56.60220073357786,0.0,0
2016-08-09,58.545127756161676,0.0,56.632210736912306,9.381977789616357,0
2016-08-10,71.1063964479267,0.0,56.66222074024675,11.699134946181884,0
2016-08-11,55.44797212823328,0.0,56.69223074358119,5.2066048694106986,0
2016-08-12,49.62790841434721,0.0,56.72224074691564,-5.206604869410696,0
2016-08-13,49.408918191937666,0.0,56.752250750250084,-11.699134946181882,0
2016-08-14,47.657403040350026,0.0,56.78226075358453,-9.381977789616359,0
2016-08-15,52.50129164520175,0.0,56.81227075691898,0.0,0
2016-08-16,63.3630437128299,0.0,56.842280760253416,9.381977789616357,0
2016-08-17,71.28981670550844,0.0,56.87229076358786,11.699134946181884,0
2016-08-18,59.18743910946446,0.0,56.90230076692231,5.2066048694106986,0
2016-08-19,67.63275515330906,15.041214894135095,56.932310770256755,-5.206604869410696,0
2016-08-20,45.44547318702457,0.0,56.962320773591195,-11.699134946181882,0
2016-08-21,63.037374983426524,18.033423386540512,56.99233077692564,-9.381977789616359,0
2016-08-22,76.7777218762267,11.179604738665317,57.02234078026009,0.0,0
2016-08-23,68.97000466248294,0.0,57.052350783594534,9.381977789616357,0
2016-08-24,60.68092538648043,0.0,57.08236078692897,11.699134946181884,0
2016-08-25,63.06479291875183,0.0,57.11237079026342,5.2066048694106986,0
2016-08-26,49.288630065113615,0.0,57.142380793597866,-5.206604869410696,0
2016-08-27,48.88298918993533,0.0,57.17239079693231,-11.699134946181882,0
2016-08-28,44.650340056919596,0.0,57.20240080026676,-9.381977789616359,0
2016-08-29,56.7734650377336,0.0,57.2324108036012,0.0,0
2016-08-30,68.66434771247384,0.0,57.262420806935644,9.381977789616357,0
2016-08-31,72.45458653313246,0.0,57.29243081027009,11.699134946181884,0
2016-09-01,57.72786005479213,0.0,57.32244081360454,5.2066048694106986,0
2016-09-02,50.807841004164494,0.0,57.35245081693898,-5.206604869410696,0
2016-09-03,43.78354462944771,0.0,57.38246082027342,-11.699134946181882,0
2016-09-04,45.41717610369666,0.0,57.41247082360787,-9.381977789616359,0
2016-09-05,83.04332740085486,18.53902961278816,57.442480826942315,0.0,0
2016-09-06,68.47439546373694,0.0,57.47249083027676,9.381977789616357,0
2016-09-07,64.1580999624529,0.0,57.5025008336112,11.699134946181884,0
2016-09-08,66.41056349457544,0.0,57.53251083694565,5.2066048694106986,0
2016-09-09,60.84454075891993,0.0,57.562520840280094,-5.206604869410696,0
2016-09-10,50.02325693963724,0.0,57.59253084361454,-11.699134946181882,0
2016-09-11,42.16308319351657,0.0,57.62254084694898,-9.381977789616359,0
2016-09-12,55.71561455881842,0.0,57.652550850283426,0.0,0
2016-09-13,72.13218323998072,0.0,57.68256085361787,9.381977789616357,0
2016-09-14,85.51091858462382,18.929890643964754,57.71257085695232,11.699134946181884,0
2016-09-15,64.72446344228237,0.0,57.742580860286765,5.2066048694106986,0
2016-09-16,55.66452220792785,0.0,57.772590863621204,-5.206604869410696,0
2016-09-17,42.39574403446144,0.0,57.80260086695565,-11.699134946181882,0
2016-09-18,48.21253165642654,0.0,57.8326108702901,-9.381977789616359,0
2016-09-19,44.897551513348255,0.0,57.86262087362454,0.0,0
2016-09-20,63.17705810123819,0.0,57.89263087695899,9.381977789616357,0
2016-09-21,68.61150322090268,0.0,57.92264088029343,11.699134946181884,0
2016-09-22,72.13891602584388,13.97079300066471,57.952650883627875,5.2066048694106986,0
2016-09-23,59.305701233278164,0.0,57.98266088696232,-5.206604869410696,0
2016-09-24,40.59297043227236,0.0,58.01267089029677,-11.699134946181882,0
2016-09-25,46.90052515722692,0.0,58.042680893631214,-9.381977789616359,0
2016-09-26,58.59565320611002,0.0,58.07269089696565,0.0,0
2016-09-27,73.2497718461809,0.0,58.1027009003001,9.381977789616357,0
2016-09-28,64.08839724509868,0.0,58.132710903634546,11.699134946181884,0
2016-09-29,68.02198078499953,0.0,58.16272090696899,5.2066048694106986,0
2016-09-30,53.02705828497109,0.0,58.19273091030344,-5.206604869410696,0
2016-10-01,42.59757136326419,0.0,58.22274091363788,-11.699134946181882,0
2016-10-02,50.71918702440905,0.0,58.252750916972325,-9.381977789616359,0
2016-10-03,89.07899970260065,0.0,58.28276092030677,0.0,1
2016-10-04,65.2938812046224,0.0,58.31277092364121,9.381977789616357,0
2016-10-05,70.32112421311761,0.0,58.34278092697566,11.699134946181884,0
2016-10-06,62.03814141227376,0.0,58.3727909303101,5.2066048694106986,0
2016-10-07,53.650265445238844,0.0,58.40280093364455,-5.206604869410696,0
2016-10-08,49.382198688881296,0.0,58.432810936978996,-11.699134946181882,0
2016-10-09,55.42491041527849,0.0,58.462820940313435,-9.381977789616359,0
2016-10-10,53.54156894834048,0.0,58.49283094364788,0.0,0
2016-10-11,76.43695223522376,0.0,58.52284094698233,9.381977789616357,0
2016-10-12,62.443634698408644,0.0,58.552850950316774,11.699134946181884,0
2016-10-13,63.182325442919584,0.0,58.58286095365122,5.2066048694106986,0
2016-10-14,55.75953491351327,0.0,58.61287095698566,-5.206604869410696,0
2016-10-15,48.06771348507836,0.0,58.642880960320106,-11.699134946181882,0
2016-10-16,46.80011509475582,0.0,58.67289096365455,-9.381977789616359,0
2016-10-17,57.870411965559896,0.0,58.702900966989,0.0,0
2016-10-18,75.66811638655335,9.525231365248885,58.732910970323445,9.381977789616357,0
2016-10-19,68.10459689206293,0.0,58.762920973657884,11.699134946181884,0
2016-10-20,67.39794423448713,0.0,58.79293097699233,5.2066048694106986,0
2016-10-21,55.044398054776266,0.0,58.82294098032678,-5.206604869410696,0
2016-10-22,44.38217765643672,0.0,58.852950983661216,-11.699134946181882,0
2016-10-23,53.09938269911232,0.0,58.88296098699567,-9.381977789616359,0
2016-10-24,60.14216907383655,0.0,58.91297099033011,0.0,0
2016-10-25,71.57640725863676,0.0,58.942980993664555,9.381977789616357,0
2016-10-26,73.19064131087534,0.0,58.972990996999,11.699134946181884,0
2016-10-27,60.893625826055846,0.0,59.00300100033344,5.2066048694106986,0
2016-10-28,51.58568197346931,0.0,59.03301100366789,-5.206604869410696,0
2016-10-29,50.3530604813135,0.0,59.063021007002334,-11.699134946181882,0
2016-10-30,52.15253428245428,0.0,59.09303101033678,-9.381977789616359,0
2016-10-31,67.3777307231813,8.338296085366666,59.12304101367123,0.0,0
2016-11-01,69.00433833985716,0.0,59.153051017005666,9.381977789616357,0
2016-11-02,75.9928555496757,0.0,59.18306102034011,11.699134946181884,0
2016-11-03,62.05339033774194,0.0,59.21307102367456,5.2066048694106986,0
2016-11-04,56.22486568227846,0.0,59.243081027009005,-5.206604869410696,0
2016-11-05,46.76518547442599,0.0,59.27309103034345,-11.699134946181882,0
2016-11-06,49.05039843115265,0.0,59.30310103367789,-9.381977789616359,0
2016-11-07,63.7282184449611,0.0,59.33311103701234,0.0,0
2016-11-08,72.04676422591525,0.0,59.36312104034678,9.381977789616357,0
2016-11-09,74.34630453386566,0.0,59.39313104368123,11.699134946181884,0
2016-11-10,87.50415411469609,17.652492969652407,59.423141047015676,5.2066048694106986,0
2016-11-11,54.33056154747045,0.0,59.453151050350115,-5.206604869410696,0
2016-11-12,50.51183799268254,0.0,59.48316105368456,-11.699134946181882,0
2016-11-13,48.890126241028824,0.0,59.51317105701901,-9.381977789616359,0
2016-11-14,60.839846470307215,0.0,59.54318106035345,0.0,0
2016-11-15,68.43459663583351,0.0,59.573191063687894,9.381977789616357,0
2016-11-16,71.6903198731751,0.0,59.60320106702234,11.699134946181884,0
2016-11-17,85.77399636365786,18.553552322142707,59.633211070356786,5.2066048694106986,0
2016-11-18,51.18373347134665,0.0,59.66322107369123,-5.206604869410696,0
2016-11-19,56.36364523358563,0.0,59.69323107702567,-11.699134946181882,0
2016-11-20,46.31719376474496,0.0,59.72324108036012,-9.381977789616359,0
2016-11-21,66.23422031793056,11.33772368538693,59.753251083694565,0.0,0
2016-11-22,73.79768237064563,0.0,59.78326108702901,9.381977789616357,0
2016-11-23,74.67905681239709,0.0,59.81327109036346,11.699134946181884,0
2016-11-24,67.54636523131721,0.0,59.8432810936979,5.2066048694106986,0
2016-11-25,57.180068264678766,0.0,59.87329109703234,-5.206604869410696,0
2016-11-26,48.155179062797245,0.0,59.90330110036679,-11.699134946181882,0
2016-11-27,46.962315828141556,0.0,59.933311103701236,-9.381977789616359,0
2016-11-28,60.266539339810585,0.0,59.96332110703568,0.0,0
2016-11-29,66.66666205393803,0.0,59.99333111037012,9.381977789616357,0
2016-11-30,75.62295499355746,0.0,60.02334111370457,11.699134946181884,0
2016-12-01,64.67172646044115,0.0,60.053351117039014,5.2066048694106986,0
2016-12-02,51.57476746379272,0.0,60.08336112037346,-5.206604869410696,0
2016-12-03,47.128692810914046,0.0,60.11337112370791,-11.699134946181882,0
2016-12-04,52.413129154528484,0.0,60.143381127042346,-9.381977789616359,0
2016-12-05,57.9184929191609,0.0,60.17339113037679,0.0,0
2016-12-06,66.29649734106187,0.0,60.20340113371124,9.381977789616357,0
2016-12-07,72.90729492919522,0.0,60.23341113704568,11.699134946181884,0
2016-12-08,85.65301001864074,19.20311772441502,60.263421140380125,5.2066048694106986,0
2016-12-09,53.05905357281935,0.0,60.29343114371457,-5.206604869410696,0
2016-12-10,46.740152978393844,0.0,60.32344114704902,-11.699134946181882,0
2016-12-11,51.899673110197654,0.0,60.353451150383464,-9.381977789616359,0
2016-12-12,54.591123787728606,0.0,60.3834611537179,0.0,0
2016-12-13,64.16559384916248,0.0,60.41347115705235,9.381977789616357,0
2016-12-14,69.26883922155893,0.0,60.443481160386796,11.699134946181884,0
2016-12-15,64.82630742628456,0.0,60.47349116372124,5.2066048694106986,0
2016-12-16,56.54052656003701,0.0,60.50350116705569,-5.206604869410696,0
2016-12-17,54.73580109200645,0.0,60.53351117039013,-11.699134946181882,0
2016-12-18,84.6121818769163,0.0,60.563521173724574,-9.381977789616359,1
2016-12-19,59.953777057205315,0.0,60.59353117705902,0.0,0
2016-12-20,69.92945413839908,0.0,60.62354118039347,9.381977789616357,0
2016-12-21,68.34256867135856,0.0,60.65355118372791,11.699134946181884,0
2016-12-22,77.58932278224036,11.773209269736865,60.68356118706235,5.2066048694106986,0
2016-12-23,54.35233176530555,0.0,60.7135711903968,-5.206604869410696,0
2016-12-24,50.335320488901715,0.0,60.743581193731245,-11.699134946181882,0
2016-12-25,48.082689633240044,0.0,60.77359119706569,-9.381977789616359,0
2016-12-26,62.88098725736483,0.0,60.80360120040014,0.0,0
2016-12-27,76.34654464536125,0.0,60.83361120373458,9.381977789616357,0
2016-12-28,72.12771555942348,0.0,60.86362120706902,11.699134946181884,0
2016-12-29,67.70708296820993,0.0,60.89363121040347,5.2066048694106986,0
2016-12-30,58.47761231117166,0.0,60.92364121373791,-5.206604869410696,0
2016-12-31,47.649634383347134,0.0,60.953651217072355,-11.699134946181882,0
2017-01-01,52.49805335803211,0.0,60.9836612204068,-9.381977789616359,0
2017-01-02,61.06404082686843,0.0,61.01367122374125,0.0,0
2017-01-03,70.81636341088738,0.0,61.043681227075695,9.381977789616357,0
2017-01-04,88.32276551479767,18.64197847362751,61.073691230410134,11.699134946181884,0
2017-01-05,66.40834680019105,0.0,61.10370123374458,5.2066048694106986,0
2017-01-06,57.91909953265013,0.0,61.13371123707903,-5.206604869410696,0
2017-01-07,55.26916072541176,0.0,61.16372124041347,-11.699134946181882,0
